DATE,Observation time,Showalter index,Lifted index,LIFT computed using virtual temperature,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
2003 APR 24, 030424/0000,5393.03,5788.74,0,0,100.1,961.31,299.51,972.39,369.99,301.93,22.91,58.32,-3.02,-7.84,-9.19,23,23.9,46.9,5807,34.2,100.09,960.99
2003 APR 25, 030425/0000,3485.03,3825.31,-2.31,-1.09,115.67,936.12,296.74,947.77,359.89,301.35,19.82,46.38,-5,-8.52,-9.66,25,27.5,52.5,5773,31.2,116.73,929.61
2003 APR 26, 030426/0000,1879.28,2237.74,-27.36,-12.22,N/A,865.16,296.17,949.12,356.88,300.65,19.16,36.88,-1.04,-5.37,-6.58,21,25.3,46.3,5777,6.2,N/A,850.17
2003 APR 27, 030427/0000,3657.17,3937.4,-41.85,-34.78,107.51,874.49,296.04,921.17,361.23,303.1,19.54,55.32,-1.18,-5.34,-6.37,21,24.3,45.3,5820,31.6,107.4,862.77
2003 APR 28, 030428/0000,837.09,905.23,-109.07,-86.76,140.55,740.02,293.65,925.95,349.28,300.2,16.74,60.16,-4,-3.99,-4.29,24,26.5,50.5,5772,40.1,141.27,722.42
2003 APR 29, 030429/0000,905.08,989.27,-183.85,-133.22,161.15,753.94,293.55,919.03,349.99,300.75,16.83,54.01,0.9,-2.65,-2.95,17.5,27.5,45,5782,35.6,162.58,737.26
2003 APR 30, 030430/0000,946.19,1040.31,-48.29,-32.6,N/A,862.38,293.55,925.14,348.98,300.17,16.67,57.09,1.54,-2.49,-2.74,19.1,23.5,42.6,5769,34.7,N/A,836.46
2003 MAY 2, 030502/0000,224.86,279.69,-34.23,-21.53,255.71,828.55,293.12,925.57,347.03,299.69,16.25,56.95,2.82,1.23,0.9,18,20.3,38.3,5774.31,32.8,255.51,802.26
2003 MAY 3, 030503/0000,1943.25,2100.45,-23.52,-15.79,122.48,888.92,296.57,949.52,358.72,301.02,19.59,66.39,-0.22,-2.96,-3.44,20.4,21.9,42.3,5810,35.3,123.6,875.99
2003 MAY 4, 030504/0000,442.5,574.46,-35.77,-11.94,272.81,848.58,290.92,881.64,345.18,301.59,15.03,43.47,2.56,-2.09,-2.57,18.1,24.1,42.2,5760,25.3,272.53,827.17
2003 MAY 5, 030505/0000,1124.83,1328.45,-24.52,-27.48,N/A,832.53,297.4,956.54,361.66,301.23,20.44,66.17,-5.18,-4.66,-5.81,24.5,24.5,49,5817,43.8,N/A,833.07
2003 MAY 6, 030506/0000,3173.05,3364.98,0,0,N/A,954.59,298.15,975.64,362.07,300.27,20.98,70.58,-7.77,-9.98,-10.93,27.9,27.9,55.8,5801,45.8,N/A,954.39
2003 MAY 7, 030507/0000,627.27,798.03,-117.78,-55.12,176.38,800.07,293.14,924.04,347.36,299.85,16.32,38.79,4.17,-2.69,-3.39,15.3,25.3,40.6,5755,22.9,180.96,712.37
2003 MAY 8, 030508/0000,1465.45,1638.1,-106.01,-55.74,159.01,732.45,295.28,929.82,355.97,301.5,18.48,54.12,-0.97,-3.68,-4.46,20.5,24.9,45.4,5809,33.7,159.28,718.99
2003 MAY 9, 030509/0000,1829.45,2030.51,-75.45,-35.95,N/A,775.23,295.24,928.7,356,301.57,18.47,52.11,-0.46,-4.69,-5.5,19.9,25.9,45.8,5794,36.5,N/A,757.04
2003 MAY 10, 030510/0000,1064.23,1347.22,-2.25,-1.15,N/A,933.49,296.47,940.02,359.95,301.78,19.65,49.58,-1.77,-5.74,-7.04,21.4,25.5,46.9,5797,30.4,N/A,929.01
2003 MAY 11, 030511/0000,3839.53,4156.02,-13.85,0,N/A,945.28,297.42,945.28,363.82,302.27,20.74,55.33,-5.4,-8.51,-9.4,25.01,27.2,52.21,5797,33.11,N/A,869.83
2003 MAY 12, 030512/0000,3767.76,4135.46,-1.64,-0.77,109.22,938.11,297.17,953.34,361.04,301.28,20.23,44.68,0.3,-6.48,-7.8,20.2,23.9,44.1,5776,24.2,109.52,931.58
2003 MAY 13, 030513/0000,2989.17,3221.23,-82.35,-77.14,N/A,805.39,296.9,956.82,359.09,300.7,19.83,59.51,-6.24,-7.27,-8.21,25.3,28.7,54,5797,38.7,N/A,785.64
2003 MAY 14, 030514/0000,1376.83,1552.76,-129.81,-54.51,137.02,795.99,294.1,923.95,351.59,300.85,17.3,42.88,-0.59,-4.81,-5.69,20.1,27.1,47.2,5781,24.9,137.8,686.77
2003 MAY 15, 030515/0000,1399.86,1582.13,-84.08,-16.85,N/A,869.85,295.48,929.97,356.92,301.7,18.75,51.4,-1.75,-6.19,-6.95,21.5,26.5,48,5796,30.1,N/A,667.57
2003 MAY 16, 030516/0000,4359.73,4595.1,0,0,112.3,936.29,296.81,936.29,362.31,302.46,20.14,63.88,-7.72,-10.66,-11.51,28.21,27.7,55.91,5778,41.41,114.43,936.29
2003 MAY 17, 030517/0000,2875.47,3111.54,-9.62,-8.02,N/A,921.75,297.43,948.18,363.29,302,20.67,63.14,-1.35,-6.35,-7.05,20.7,25.7,46.4,5801,38.5,N/A,920.36
2003 MAY 18, 030518/0000,2872.2,3198.26,-0.26,0,N/A,943.28,296.21,943.28,358.06,301.21,19.31,44.92,-0.98,-6.55,-7.56,21.6,24.7,46.3,5770,26.4,N/A,940.66
2003 MAY 19, 030519/0000,3806.58,4177.16,-27,-27.04,N/A,925.24,296.3,927.98,361.24,302.72,19.69,41.28,15.6,5.15,3.82,3.6,13.6,17.2,5778,11,N/A,925.1
2003 MAY 20, 030520/0000,2078.7,2347.29,-12.95,-0.01,146.08,916.99,294.04,916.99,352.5,301.43,17.4,37.05,-0.33,-5.13,-6.2,21,24.9,45.9,5752,20.6,146.4,876.91
2003 MAY 21, 030521/0000,1168.17,1433.03,-0.56,-0.16,N/A,948.85,297.61,960,362.09,301.12,20.64,54.11,-2.3,-5.99,-7.14,22.9,22.9,45.8,5780,32.7,N/A,943.64
2003 MAY 22, 030522/0000,4072.82,4374.18,0,0,N/A,960.49,297.73,966.1,361.64,300.7,20.67,55.09,-5.24,-7.05,-8.15,25.2,25.5,50.7,5778,31.4,N/A,956.93
2003 MAY 23, 030523/0000,7259.98,7643.67,-2.75,-1.65,98.99,933.41,298.13,957.13,365.32,301.91,21.37,52.39,-35.77,-42.54,-43.99,56.5,58.3,114.8,5770,66.1,99.36,926.5
2003 MAY 24, 030524/0000,4038.1,4312.11,-1.37,-0.11,115.07,943.26,296.7,945.42,360.09,301.51,19.82,50.94,-4.29,-8.99,-9.98,23.5,29.5,53,5773,38.3,114.92,937.94
2003 MAY 25, 030525/0000,3245.74,3507.77,-0.56,-0.21,N/A,948.25,297.41,954.72,362.02,301.39,20.5,60.88,-6.48,-7.77,-8.59,26.1,26.9,53,5794,40.1,N/A,944.48
2003 MAY 26, 030526/0000,5685.26,6008.55,-7.32,-5.57,112.7,896.41,297.23,959.18,360.33,300.82,20.17,50.74,-6.34,-6.86,-7.69,26.1,26.1,52.2,5780,38.7,112.81,887.64
2003 MAY 27, 030527/0000,3260.16,3536.33,-1.27,-0.98,N/A,936.29,298.68,962.75,367.23,301.96,21.97,69.49,-4.62,-7.27,-8.34,24.37,24.54,48.91,5818.78,41.2,N/A,934.07
2003 MAY 28, 030528/0000,663.45,789.86,-175.6,-119.35,N/A,690.25,292.48,901.33,348.36,301.31,16.23,47.28,-0.82,-3.47,-4.07,20.9,25.9,46.8,5780,30.7,N/A,669.31
2003 MAY 29, 030529/0000,4357.68,4603.12,-27.29,-4.99,N/A,910.54,296.99,953.88,360.04,301.05,19.98,57.11,-4.24,-7.37,-8.28,23.8,27.3,51.1,5778,40.3,N/A,768.62
2003 MAY 30, 030530/0000,2931.92,3183.45,-20.21,-8.6,N/A,900.61,295.04,927.11,355.35,301.51,18.28,48.38,0.9,-5.08,-6.03,19.1,25.1,44.2,5758,35.5,N/A,862.48
2003 MAY 31, 030531/0000,2601.42,2874.62,-33.3,-27.65,127.49,879.77,296.64,950.82,358.87,300.98,19.62,53.93,-0.86,-6.21,-7.12,20.7,25.7,46.4,5784,32.1,128.5,859.38
2003 JUN 1, 030601/0000,7589.25,7939.89,-0.14,0,130.18,951.08,296.92,956.95,359.16,300.7,19.85,45.31,-33.88,-40.7,-41.95,52.7,61.7,114.4,5774,63.7,131.93,946.67
2003 JUN 3, 030603/0000,3864.5,4228.33,0,0,N/A,961.18,298.9,969.46,367.15,301.57,22.12,53.72,-1.21,-9.86,-10.94,21.4,26.1,47.5,5777,29,N/A,961.08
2003 JUN 4, 030604/0000,5386.9,5633.69,0,0,N/A,973.63,298.51,973.63,364.34,300.82,21.5,66.26,-8.72,-9.85,-10.78,28.3,28.3,56.6,5753,47.6,N/A,973.63
2003 JUN 5, 030605/0000,3416.75,3641.1,-2.59,-2.4,N/A,925.2,297.44,955.32,362.08,301.38,20.52,66.14,-5.94,-6.99,-7.86,25.7,25.7,51.4,5808,40.6,N/A,925.15
2003 JUN 6, 030606/0000,4094.48,4331.66,-0.82,-0.28,110.13,943.98,297.07,955.24,360.21,301.01,20.07,60.51,-2.7,-6.82,-7.58,23.01,25.02,48.03,5779,36.53,110.29,938.24
2003 JUN 7, 030607/0000,3461.02,3721.07,-2.44,-2.27,N/A,920.78,297.88,966.29,362.35,300.84,20.83,60.79,-1.04,-7.07,-7.98,21,25.3,46.3,5787,37.8,N/A,918.11
2003 JUN 8, 030608/0000,877.56,972.09,0,0,160.48,973.57,295.31,973.57,348.78,297.59,17.64,61.02,-0.21,-1.6,-1.85,21.5,21.5,43,5751,36.5,161.09,973.57
2003 JUN 9, 030609/0000,1566.42,1771.47,-11.57,-8.64,N/A,920.78,296.72,947.52,359.83,301.35,19.8,61.67,-2.42,-7.11,-7.82,22.5,25.9,48.4,5793,38,N/A,914.64
2003 JUN 26, 030626/0000,1602.94,1745.88,-19.62,-18.62,121.31,869.34,295.11,961.44,349.85,298.47,17.62,55.89,-2.58,-3.79,-4.22,23.4,24.3,47.7,5762,34.8,121.33,861.69
2003 JUN 28, 030628/0000,2131.69,2235.13,0,0,N/A,960.01,296.5,977.79,353.54,298.42,18.9,66.16,0.21,-3.26,-3.56,20.9,21.9,42.8,5773,37.6,N/A,959.77
2003 JUN 29, 030629/0000,1058.66,1142.11,-50.5,-33.45,N/A,815.76,294.32,950.35,348.15,298.66,16.99,55.23,-0.58,-2.58,-2.91,21,24.5,45.5,5777,33.2,N/A,800.78
2003 JUN 30, 030630/0000,637.13,807.37,-79.97,-32.04,185.31,854.81,292.75,923.8,345.79,299.49,15.93,38.19,4.38,-1.91,-2.36,15.9,23.9,39.8,5763,18.3,187.3,691.41
2003 JUL 1, 030701/0000,1767.59,1881.2,-1.29,-0.82,N/A,933.71,295.03,962.77,349.29,298.27,17.52,57.72,-0.6,-3.98,-4.25,22.1,23.3,45.4,5744,34.1,N/A,929.09
2003 JUL 2, 030702/0000,1572.98,1698.22,-0.03,0,N/A,950.56,296.09,972.47,352.49,298.47,18.52,61.42,-1,-3.51,-3.87,22.1,22.5,44.6,5772,34.9,N/A,948.97
2003 JUL 3, 030703/0000,866.2,982.04,-17.55,-9.46,156.69,891.41,294.79,950.49,350.23,299.13,17.51,57.63,0.62,-2.13,-2.38,20.2,22.5,42.7,5779,32.6,156.84,867.26
2003 JUL 4, 030704/0000,2666.23,2835.09,-0.78,-0.77,136.84,939.51,296.57,971.12,355.02,299.08,19.12,60.28,-1.99,-4.96,-5.45,23.02,23.22,46.25,5777,33.95,137.21,938.17
2003 JUL 5, 030705/0000,383.72,428.94,-111.07,-13.28,278.91,898.76,293.5,950.24,344.68,297.83,16.13,53.49,0.78,-1.28,-1.5,20.2,23.3,43.5,5769,30.2,279.05,622.48
2003 JUL 6, 030706/0000,0,7.19,0,-10.58,821.12,877,291.53,948.86,337.01,295.95,14.29,27.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2003 JUL 8, 030708/0000,2861.35,2969.33,-3.22,-3.38,N/A,928.12,295.99,967.16,352.94,298.85,18.52,66.23,-2.99,-5.06,-5.43,24.02,24.02,48.04,5765,39.84,N/A,927.88
2003 JUL 9, 030709/0000,1762.55,1875.6,-6.85,-4.38,136.05,931.43,293.82,946.47,346.62,298.5,16.54,52.93,-1.9,-4.41,-4.76,23.3,24.9,48.2,5747,34.5,136.21,925.66
2003 JUL 10, 030710/0000,540.67,641.38,-22.12,-15.61,231.01,865.43,295.17,953.18,351.47,299.27,17.86,61.48,-1.26,-2.76,-3.06,21.8,23.3,45.1,5780,33.8,230.88,848.87
2003 JUL 11, 030711/0000,839.88,971.37,-53.03,-34.99,175.33,823.56,292.91,926.16,346.07,299.42,15.98,47.72,-0.53,-3.01,-3.42,21.2,25.1,46.3,5748,29.8,177.11,795.62
2003 JUL 12, 030712/0000,139.89,177.62,-196.22,-132.7,334.46,664.04,292.68,931.42,344.24,298.7,15.65,50.02,2.19,-0.71,-0.88,17.7,24.7,42.4,5766,28.5,329.34,642.22
2003 JUL 13, 030713/0000,1429.06,1536.87,0,0,160.71,959.25,295.33,963.87,350.46,298.48,17.84,61.05,-1.01,-3.4,-3.77,22.4,22.5,44.9,5762,37.6,162.18,956.36
2003 JUL 14, 030714/0000,662.46,751.16,-0.39,0,203.9,948.78,293.19,949.54,343.51,297.58,15.87,52.98,-1.1,-3.02,-3.28,23,23.7,46.7,5703,36.6,207.98,942.03
2003 JUL 16, 030716/0000,5144.42,5534.15,-2.39,-2.08,N/A,944.02,299.95,975.12,371.95,302.15,23.86,58.11,2.82,-12.43,-13.49,19.78,22.38,42.16,5673.56,33.4,N/A,943.52
2003 JUL 17, 030717/0000,1734.05,1841.24,-10.85,-9.2,121.37,898.39,295.07,965.28,349.07,298.1,17.51,58.73,-0.3,-3.11,-3.46,21.6,22.9,44.5,5768,34.4,121.36,891.64
2003 JUL 18, 030718/0000,1350.68,1511.78,-0.21,-0.01,N/A,951.33,296.75,970.69,355.94,299.3,19.34,63.63,2.3,-2.66,-2.94,19.2,19.7,38.9,5755,34.6,N/A,945.72
2003 JUL 19, 030719/0000,1759.43,1927.93,-2.27,-1.23,120.23,935.19,296.66,962.63,356.87,299.92,19.39,63.8,1.64,-3.9,-4.48,19.44,21.49,40.93,5797.8,33.89,120.2,927.83
2003 JUL 20, 030720/0000,1130.56,1238.72,0,0,132.05,968.88,296.12,969.06,353.2,298.8,18.66,63.93,2.32,-2.6,-2.84,18.97,20.96,39.93,5745.4,35.03,132.36,966.82
2003 JUL 21, 030721/0000,914.24,1077.85,-1.02,-0.35,N/A,944.4,297.54,963.06,361.17,300.77,20.47,65.21,1.13,-3.31,-3.69,19.5,20.5,40,5766,36.3,N/A,937.77
2003 JUL 22, 030722/0000,5134.76,5475.19,-15.15,-6.87,N/A,809.51,295.68,849.74,373.36,309.78,20.77,50.34,-7.38,-8.54,-9.74,25.54,28.18,53.73,N/A,44.41,N/A,796.9
2003 JUL 23, 030723/0000,4771.54,5005.68,-2.51,-1.92,143.63,932.1,298.3,966.61,364.5,301.23,21.38,66.82,-1.46,-6.1,-6.98,21.9,22.7,44.6,5779,37.4,143.69,927.83
2003 JUL 24, 030724/0000,212.03,310.8,-8.81,-4.52,377.05,911.01,293.92,945.25,347.24,298.71,16.67,54.19,3.27,-0.64,-1.17,18.2,20.7,38.9,5734,33.4,334.51,896.04
2003 JUL 25, 030725/0000,4076.34,4329.44,-1.8,-1.6,107.19,935.4,298.97,975.6,366.44,301.11,22.1,67.29,-0.05,-6.45,-7.26,20.5,22.5,43,5786,34.7,107.13,933.6
2003 JUL 26, 030726/0000,1386.56,1607.86,-8.19,-8.72,N/A,894.41,295.59,955.35,353.05,299.5,18.28,50.39,2.73,-2.7,-3.62,17.8,22.5,40.3,5768,28.6,N/A,893.52
2003 JUL 27, 030727/0000,1052.2,1245.97,-3.78,-4.47,162.99,934.28,297.58,973.21,359.58,299.93,20.31,62.99,4.11,-1.42,-2.13,17,18.1,35.1,5783,26.8,163.77,934.21
2003 JUL 28, 030728/0000,158.69,202.39,-11.55,-11.85,N/A,909.11,297.09,971.71,357.43,299.57,19.73,46.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,906.13
2003 JUL 29, 030729/0000,1735.95,1832.15,-29.27,-29.51,N/A,885.09,297.26,974.17,357.86,299.53,19.89,75.77,-4.15,-3.08,-3.36,23.2,24.9,48.1,5779,44.5,N/A,882.07
2003 JUL 30, 030730/0000,2216.23,2425.43,0,0,N/A,963.24,298.53,978.36,363.57,300.43,21.42,70.2,-0.88,-4.62,-5.16,20.7,22.9,43.6,5791,38.3,N/A,962.28
2003 JUL 31, 030731/0000,854.61,975.99,-1.01,-0.11,N/A,947.3,295.64,955.54,353.23,299.52,18.37,59.43,0.98,-3.66,-4.06,19.92,22.78,42.7,5765.68,35.45,N/A,937.1
2003 AUG 1, 030801/0000,168.28,322.92,-4.2,-2.18,N/A,929.81,294.54,954.96,348.39,298.47,17.14,41.62,1.3,-1.66,-2.62,20.1,21.5,41.6,5773,33.9,N/A,916.13
2003 AUG 2, 030802/0000,872.45,1029.26,-7.04,-2.65,181.48,920.23,294.91,955.72,349.9,298.78,17.57,52.38,2.94,-2.3,-2.63,18.06,22.2,40.26,5756.56,28.63,184.66,899.86
2003 AUG 3, 030803/0000,2487.35,2714.39,-1,-0.63,176.83,948.33,296.93,955.72,359.41,300.82,19.86,59.82,-1.18,-5.77,-6.45,22,23.1,45.1,5737,35.7,176.85,946.33
2003 AUG 4, 030804/0000,1487.73,1616.08,0,0,163.42,971.22,295.64,971.22,350.65,298.12,18.2,59.2,-3.9,-4.67,-5.04,24.7,24.9,49.6,5737,37.1,164.43,971.22
2003 AUG 5, 030805/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2003 AUG 6, 030806/0000,414.01,520.55,0,0,349.76,969.06,292.85,973.61,338.45,295.1,15.15,42.65,3.48,-0.56,-0.81,19.53,21.06,40.59,5660,26.49,348.64,969.04
2003 AUG 7, 030807/0000,2599.86,2798.58,-23.94,-24.37,103.93,888.88,295.66,957.2,353.07,299.4,18.35,53.6,2.15,-3.51,-4.08,18.8,22.5,41.3,5735,27.8,103.85,882.71
2003 AUG 8, 030808/0000,448.2,532.66,0,0,N/A,958.53,297.04,964.74,358.39,300.13,19.83,39.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,955.49
2003 AUG 9, 030809/0000,1005.99,1176.49,-4.57,-2.62,N/A,920.51,296.97,964.37,358.09,300.09,19.75,63.16,0.71,-3.56,-3.96,20.3,20.9,41.2,5766,33.3,N/A,914.08
2003 AUG 11, 030811/0000,142.87,182.69,0,0,N/A,956.67,299.39,976.24,368.58,301.47,22.64,56.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,956.19
2003 AUG 13, 030813/0000,1105.87,1273.13,0,0,249.02,948.88,293.31,948.88,344.08,297.75,16.05,43.26,5.7,-4.65,-5.06,18.3,20.7,39,5640,26.9,249.97,948.88
2003 AUG 15, 030815/0000,1499.3,1668.39,-2.22,-1.28,N/A,930.17,295.97,965.08,353.18,299.02,18.53,57.32,0.31,-3.94,-4.28,20.7,22.9,43.6,5739,31.7,N/A,922.02
2003 AUG 17, 030817/0000,0,0,0,0,N/A,N/A,267.59,940.78,279.81,272.23,8.07,49.1,3,37.96,38.67,19.43,20.24,39.67,5648.32,33.28,N/A,N/A
2003 AUG 18, 030818/0000,686.4,758.95,-66.86,-59.38,N/A,843.26,295.05,931.9,354.55,301.08,18.14,66.9,-3.65,-5.02,-5.46,23.3,26.5,49.8,5782,40.8,N/A,840.88
2003 AUG 19, 030819/0000,483.21,618.36,-10.83,-8.69,N/A,926.32,296.24,960.38,355.25,299.7,18.96,53.32,2.28,-3.44,-3.76,18.7,21.7,40.4,5755,31.6,N/A,914.33
2003 AUG 21, 030821/0000,2851.93,3159.53,-0.17,0,120.04,952.24,297.33,952.71,361.95,301.48,20.47,51.02,5.27,-4.35,-4.82,15.7,20.3,36,5745,24.5,120.02,947.42
2003 AUG 24, 030824/0000,1093.16,1214.08,-5.32,-4,209.49,917.8,295.55,969.53,350.52,298.2,17.96,59.9,-0.61,-3.62,-3.9,22.2,22.3,44.5,5739,38,209.51,914.05
2003 AUG 25, 030825/0000,2909.74,3134.39,-4.49,-5.06,N/A,937.93,298.41,971.98,364.06,300.88,21.42,68.81,0.13,-3.97,-4.78,20.3,20.7,41,5790,34.8,N/A,937.53
2003 AUG 26, 030826/0000,3663.58,3884.45,0,0,N/A,956.12,298.1,973.14,362.24,300.44,20.97,65.14,-18.89,-24.43,-25.16,39.9,40.5,80.4,5766,55.1,N/A,955.55
2003 AUG 27, 030827/0000,2053.23,2208.16,-5.59,-3.68,123.72,914.33,296.61,959.18,357.22,300.18,19.45,65.83,-0.97,-3.68,-4.16,21.5,22.3,43.8,5776,37.7,123.71,907.15
2003 AUG 28, 030828/0000,330.09,493.58,-16.14,-15.79,N/A,902.4,296.7,958.11,357.86,300.37,19.54,54.27,-1.55,-3.89,-4.43,21.9,22.7,44.6,5788,16.3,N/A,897.89
2003 AUG 29, 030829/0000,394.3,495.43,-5.33,-3.95,N/A,919.51,296.25,960.99,355.21,299.66,18.96,59.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,917.55
2003 SEP 5, 030905/0000,0,0,0,0,N/A,N/A,264.3,974.35,271.83,266.31,4.54,53.35,-3.31,48.67,49.37,22.4,22.9,45.3,5809.74,36.6,N/A,N/A
2003 SEP 6, 030906/0000,613.02,770.91,-4.59,-2.63,N/A,920.93,297.36,961.72,360.5,300.71,20.28,62.51,-0.14,-3.4,-4.19,20.29,21.84,42.13,5808.89,38.86,N/A,911.93
2003 SEP 7, 030907/0000,165.54,254.59,-10.85,-10.04,N/A,924.64,295.73,966.14,351.89,298.68,18.23,45.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,921.3
2003 SEP 8, 030908/0000,1405.4,1659.24,-0.52,-0.08,194.61,945.64,296.91,969.39,356.92,299.57,19.56,53.47,0.83,-3.27,-3.86,19.44,22.58,42.02,5771.59,25.28,194.61,932.71
2003 SEP 9, 030909/0000,1768.9,1939.03,-21.62,-22.81,138.17,883.78,296.77,966.72,356.71,299.69,19.44,64.65,-0.29,-2.12,-2.85,20.8,20.9,41.7,5789.85,31.8,138.5,882.31
2003 SEP 10, 030910/0000,1751.32,1994.33,-10.13,-6.31,152.31,908.4,297.84,964.52,362.48,300.96,20.85,63.65,-0.72,-3.51,-4.16,20.7,21.7,42.4,5802,31.9,152.47,896.44
2003 SEP 12, 030912/0000,1683.24,1947.35,-1.3,-0.87,127.61,941.53,296.75,967.91,356.42,299.55,19.39,49.39,5.07,-3.22,-4.05,15.5,21.5,37,5768,20.9,127.76,937.45
2003 SEP 13, 030913/0000,2927.46,3308.04,0,0,N/A,956.78,296.66,972.16,355.26,299.08,19.2,35.44,18.07,-4.3,-5.45,7.49,11.82,19.31,5699.35,6.44,N/A,956.61
2003 SEP 15, 030915/0000,2001.02,2226.37,-1.09,-0.93,N/A,944.12,296.79,962.15,357.6,300.1,19.57,56.28,-0.6,-6.6,-7.28,21.6,24.1,45.7,5733,34.6,N/A,942.59
2003 SEP 16, 030916/0000,125.13,138.82,-489.47,-424.89,197.81,401.46,295.24,953.4,351.78,299.33,17.92,66.3,2.09,1.53,1.45,17.1,21.9,39,5825,27.1,197.82,400.47
2003 SEP 17, 030917/0000,1280.02,1449.34,-0.59,-0.25,178.81,949,295.99,960.61,354.02,299.43,18.64,58.61,0.98,-3.72,-4.25,20.3,21.83,42.13,5755.55,34.77,179.13,945.61
2003 SEP 18, 030918/0000,22.19,82.75,-76.62,-58.3,N/A,811.92,295.44,938.38,355.25,300.89,18.52,59.27,4.42,0.15,-0.14,15.1,21.1,36.2,5850,28.1,564.31,803.68
2003 SEP 19, 030919/0000,1965.43,2166.14,-1.67,-0.59,194.11,945.94,295.24,962.28,350.3,298.52,17.77,189.36,0.97,-3.35,-4.04,20.1,23.1,43.2,5737,34.7,199.74,936.84
2003 SEP 21, 030921/0000,5050.4,5388.42,-0.39,-0.16,N/A,953.14,297.24,966.6,359.06,300.16,20.06,44.51,3.98,-6.86,-7.62,15.9,24.9,40.8,5758,24.9,N/A,950.34
2003 SEP 22, 030922/0000,8065.06,8784.02,-1.6,-0.25,177.82,851.26,292.89,932.41,344.95,298.86,15.97,195.08,-10.31,-17.53,-18.31,32.57,36.51,69.08,4327.74,41.07,196.99,912.82
2003 SEP 24, 030924/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,5751,1.24,N/A,N/A,19.48,23.74,43.21,5751,27.91,N/A,N/A
2003 SEP 25, 030925/0000,2452.83,2680.63,-1.15,-0.55,193.69,944.72,295.63,957.92,352.81,299.3,18.29,188.09,1.83,-4.42,-4.99,19.4,22.9,42.3,5808,34.1,199.79,939.75
2003 SEP 26, 030926/0000,0,0,0,0,N/A,N/A,294.14,936.04,349.73,299.79,17.07,62.19,2.19,-0.36,-0.9,17.92,22.33,40.25,5689.86,30.37,N/A,N/A
2003 SEP 27, 030927/0000,687.63,841.28,-2.01,-0.55,215.93,941.2,295.65,957.78,352.92,299.34,18.34,58.53,2.31,-1.66,-2.05,18.7,20.7,39.4,5828,31.3,215.73,928.77
2003 SEP 28, 030928/0000,696.22,869.91,-29.07,-12.21,384.15,876.62,296.35,958.62,356.06,299.96,19.13,51.42,6.06,-0.71,-1.44,14.1,20.1,34.2,5796,28.8,384.23,862.23
2003 SEP 29, 030929/0000,282.87,436.15,-15.61,-8.29,220.75,895.79,294.69,941.06,351.32,299.88,17.58,53.7,3,-1.41,-1.92,17.79,21.37,39.16,5779.62,31.64,222.88,877.84
2003 SEP 30, 030930/0000,918.25,1097.29,-0.77,-0.3,N/A,947.46,295.94,955.52,354.66,299.83,18.69,58.15,2.02,-2.25,-2.87,18.9,20.9,39.8,5790,32.4,N/A,942.99
2003 OCT 1, 031001/0000,1087.45,1185.1,-69.39,-50.51,N/A,769.09,294.29,942.29,349.35,299.36,17.14,57.61,-0.85,-2.61,-3.06,21.2,24.3,45.5,5779,35.5,N/A,754.25
2003 OCT 2, 031002/0000,1724.03,1826.6,-13.48,-7.53,N/A,867.73,295.17,958.6,350.58,298.77,17.75,60.17,-0.68,-3.44,-3.81,21.3,24.1,45.4,5758,37.9,N/A,848.4
2003 OCT 4, 031004/0000,1468.68,1596.12,-10.18,-5.8,122.51,913.63,294.84,947.27,351,299.47,17.63,58.28,1.19,-3.4,-3.76,20.2,22.3,42.5,5757,34.7,122.43,901.37
2003 OCT 5, 031005/0000,346.14,409.74,0,0,141.25,969.49,293.24,969.49,340.65,295.86,15.56,51.48,0.73,-1.48,-1.67,21.9,21.9,43.8,5700,34.5,141.45,969.49
2003 OCT 6, 031006/0000,781.27,852.3,-11.59,-11.89,166.68,893.22,294.41,934.35,351.22,300.2,17.4,66.57,-1.5,-2.68,-2.88,22.4,22.5,44.9,5768,39.4,166.9,892.82
2003 OCT 7, 031007/0000,1215.64,1303.36,0,0,N/A,954.79,296.3,966.74,354.45,299.2,18.88,69.32,-2.79,-3.77,-4.06,23.3,23.3,46.6,5777,41.3,N/A,951.74
